Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious
D401,0,0.0052282683493667,1,0.3941056177682586,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.81669807517919e-07,0,0,8.776193068211793e-08,0,0.242793440808697,2.6081058656733743e-06,0.0174761609318713,0,0,0,1.0,0,0.0001441090905979,0.7832698,wire_transfer,0.0002215772995784,0,0,0,0,0.0,0,fail,none,fail,1,TLS 1.0,1,0,0,0,0,6.451756153567837e-05,valid,0.0149159027855395,0.2153634201268935,0,1,3
D402,0,0.9624464681564932,0,0.0652428304188525,1,0,0,0.1299695588430738,0,0,0,0,0,0.2275587415809901,0.0314530156736604,0,0,0,0,0.5517537574518125,0,0,4,0.0073824382884616,"[""""]",0,0,9.643378805145304e-06,0,0,0.0178594584891351,0,7.516241902000516e-05,0.0185583565227117,0.1571566562664235,0,0,0,1.0,0,1.0891208840710045e-08,0.405454,gift_card_request,0.0002540253181331,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.3,0,0,0,0,0,9.638298014939445e-07,valid,2.157303957320759e-08,1.5912582058422404e-18,0,1,0
D403,0,0.0001250935831611,0,0.229438103672883,1,0,0,0.0378397417126979,0,0,0,0,0,0.3647082672392298,1.545015783724005e-10,0,0,0,0,0.2071608884969863,0,0,6,3.4156543419018293e-48,"[""""]",0,0,0.0252844225717758,0,0,2.416263406763595e-05,0,0.1604728246113826,0.9092725818573753,0.0026075555684009,0,0,0,1.0,0,0.0302962057547392,0.5578086,none,1.2433895357645044e-08,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.1,0,0,0,0,0,0.8561488601696782,valid,1.5448886067189095e-05,0.0005598815835811,0,1,0
D404,0,0.0241498052741157,0,0.7725473982615555,0,0,0,0.0912252500297802,0,0,0,0,0,1.924851662072424e-06,0.0310675801201958,0,0,0,0,0.2854629039189623,0,0,4,6.440232970584604e-14,"[""""]",0,0,0.0248376708684028,0,0,0.118941976393953,0,0.5009793525453554,0.0002653248369294,8.848295890038949e-07,0,0,0,1.0,0,9.375851272494556e-08,0.5488003,none,0.071862479210688,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.0,4,0,0,0,0,2.0273600489705344e-09,valid,0.0025202371843528,0.646026679398496,0,1,3
D405,0,0.0022287079252138,0,3.994218709060844e-05,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0022144370073115,0,0,7.228771937107028e-07,0,0.5391052324870971,0.0501797027443457,2.6653854352434014e-06,0,0,0,1.0,0,0.0006615242685096,0.6891727,invoice_verification,0.0039840734102112,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.1,0,0,0,0,0,9.175456290670385e-08,valid,6.510235650645343e-10,8.21032584160814e-06,0,1,0
D406,0,0.0100503783932597,0,0.1904014212519013,0,0,0,0.0045387532196285,0,0,0,0,0,0.0007874334619957,2.182730652028213e-07,0,0,0,0,0.9584652686719506,0,2,6,4.2210012546966975e-24,"[""""]",0,1,2.067926585398105e-07,0,0,0.1523032948527858,0,4.0165616726030805e-09,0.0001562218659787,0.000602737882509,0,0,1,1.0,1,0.3971186132066936,0.6052641,none,1.3257421514039529e-12,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.3,0,0,0,0,0,0.0008290790846382,valid,1.0027403885311332e-05,1.448560412436248e-06,0,1,0
D407,0,8.182102093276783e-08,0,3.0167034297106555e-05,0,0,0,1.8042352510988002e-07,0,0,0,0,1,0.0711499360801195,0.0796398671240431,0,0,0,0,0.4438374209031709,0,0,4,8.567311506641809e-270,"[""""]",0,0,0.0404082237361732,0,0,0.0125946827939304,0,0.012139863547604,1.617933608781114e-09,0.0132218962517552,0,2,0,0.5,0,0.0007502246244561,0.1532062,none,5.6525021972570895e-08,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,1,0,0,0,0,0.0001722184150948,self signed,0.0055676370661138,1.68766685570982e-07,0,1,0
D408,0,1.5572861925043694e-06,0,0.0674923754629162,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,8.577243515520357e-13,0,0,0.2541355840737521,0,0.0288381605544533,0.1156245558338137,0.87453889379521,0,0,0,0.0,0,0.0661951345393628,0.5683434,wire_transfer,0.0194492239399798,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,1,0,0,0,0,2.991851289665098e-08,valid,0.5781278751817956,2.8624661602801487e-06,1,1,2
D409,0,5.078396941522006e-09,0,0.0002314868650079,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001043920954865,0,0,1.88575604551996e-06,0,0.1053077718275922,0.748346935677701,0.0255824360515395,0,0,0,1.0,0,0.0015336024052455,0.2474536,none,1.1402985216740604e-10,0,0,0,0,0.0,0,fail,policy,temperror,1,TLS 1.2,0,0,0,0,0,2.56722050425322e-08,revoked,5.7707468958028194e-05,8.931342064963409e-05,0,1,5
D410,0,1.873002132195735e-05,0,1.3814636844518108e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.7225763607056242e-10,0,0,0.7815128364264873,0,0.0005776532732875,0.485100836776467,0.1141463093489028,0,0,0,1.0,1,1.2398071265377205e-15,0.2548486,none,0.4321644009742345,0,0,0,0,0.0,0,softfail,pass,none,1,TLS 1.2,0,0,0,0,0,0.567009265296841,valid,0.0021876887419271,0.0002567461804103,0,1,1
