Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious
D301,0,0.7417418677554832,0,0.0007874734228285,0,0,0,0.0959138756691593,3,0,0,0,0,0.0591578821318619,5.295074377189457e-06,0,0,0,0,0.4048671169992828,0,2,4,3.5834809057074657,"[""""]",0,0,6.545632600915326e-05,0,0,0.014124817787039,0,0.1649289030910435,0.0809563586242901,0.1785403934537573,0,0,0,0.5,0,5.9869423923567296e-05,0.5223012,meeting_request,0.0008781999120963,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.3,0,0,0,0,1,0.0052127124275405,valid,0.0020569866306162,1.8618291895143537e-05,0,1,0
D302,0,0.008030237471939,0,9.357749905773832e-05,0,0,0,0.0679253945202891,0,0,0,0,0,7.86163085883035e-06,0.00012486907347,0,0,0,0,0.1270427497082502,0,0,4,0.0052533537860808,"[""""]",0,0,0.0558355365029527,0,0,0.6020900827461895,0,0.1468924481936014,0.0496320071175175,0.000335444078462,0,0,0,1.0,0,0.2775960179834359,0.1590713,none,8.09127828491266e-06,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,0,0,1,0,0.0120708241588728,valid,2.693219748267015e-06,0.0001401187265793,0,1,0
D303,1,0.1393034659877556,0,1.456786205781794e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.2984231946499265,0,0,0.6898406173482428,0,0.0012708831824264,0.3863887391427862,7.056253400147963e-07,0,0,0,1.0,0,3.014915230958556e-07,0.3895314,none,1.6900832858291672e-08,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.3,0,0,0,0,0,0.090611833294889,valid,0.0008197225627079,0.0009492423300142,0,1,1
D304,0,0.4888293678759665,0,0.0003632710415491,0,0,0,0.2555624261007901,0,1,0,0,0,0.0010896006542476,0.2586869780739975,0,0,0,0,0.635939266005843,0,2,5,7.455717799547515e-67,"[""""]",0,0,0.0995450735033244,0,0,0.4483786664191332,0,1.3934643612557836e-14,0.0458807247210621,0.1836224319159173,0,0,0,0.5,0,6.011418636493622e-06,0.2696108,legal_threat,0.0036264801433465,0,0,0,0,0.0,0,fail,policy,temperror,1,TLS 1.2,1,0,0,0,0,0.0049804566837863,valid,0.000125741219659,3.471067216602985e-08,0,1,2
D305,0,2.0664615155665235e-05,0,0.1938528259866157,0,0,0,0.0029541304858126,0,0,0,0,0,1.1556775098754752e-08,0.0137523480969819,0,0,0,0,0.4102986789581722,0,0,6,2.989238757200855e-16,"[""""]",0,0,0.0003565246640001,0,0,0.6294098805656462,0,0.1208623792319867,0.0271244823907049,0.0169050998932297,0,0,0,1.0,0,8.97427260930157e-06,0.5121924,link_click,2.7626734277638565e-21,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,4,0,0,2.335751003942008e-12,valid,0.0466345459223251,0.0089888889578975,0,1,0
D306,0,0.7640305011450002,0,6.524403834531666e-05,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0458246589814171,0,0,5.602036489956637e-05,0,0.0200960771418089,0.0054912138995763,0.0055441572819894,1,0,0,1.0,0,0.0010399020003847,0.1569451,bank_detail_update,0.0051160721740046,0,0,0,0,0.0,0,softfail,neutral,temperror,1,TLS 1.1,0,0,0,0,0,0.0042872707266972,valid,0.0003106060598105,0.0275177818481978,0,1,0
D307,0,0.0002737617776393,0,2.7862570519349836e-09,0,0,0,0.0356104542618656,0,0,0,0,0,0.2173773169845701,0.1023228414291644,0,0,0,0,0.4059950835230568,0,0,6,3.9565395922610507e-13,"[""""]",0,0,0.0055512881591891,0,0,0.0519370594702066,0,0.0014128362323259,0.1076553133714097,0.0248619542432146,0,0,0,1.0,0,2.7432034274845204e-05,0.5628161,vpn_or_mfa_reset,3.352100532396239e-13,0,0,0,0,0.0,0,softfail,fail,fail,0,TLS 1.2,1,0,0,0,0,0.0152761841638352,self signed,0.0010244386383798,6.767305816087266e-05,0,1,0
D308,0,0.6352238317275762,0,0.5194086348467862,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0017914899421854,0,0,0.0203527664119484,0,0.3667257807322757,0.0092813189451699,0.0041534020949208,0,0,0,1.0,0,0.0012956921570088,0.0749157,wire_transfer,2.0379440587727888e-06,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.0,4,0,0,0,0,0.0094893621999405,self signed,0.013060419729635,0.001976828587566,0,1,0
D309,0,8.293194826241981e-05,0,0.0650438146753175,0,0,0,0.0051814634650549,0,0,0,0,0,0.0001967665995211,0.3747590766704083,0,0,0,0,0.7862862540694123,0,0,4,2.2216372483011893e-57,"[""""]",0,0,0.0402570967975506,0,0,0.1279249659571286,0,0.8376296349932464,2.134502359993716e-05,2.808092181838517e-07,0,0,0,1.0,0,1.3496344874810174e-12,0.2557967,gift_card_request,0.0004771576861793,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,4,0,0,0,0,0.0118745237157608,valid,1.2319419449727088e-05,4.3877559646804585e-06,0,1,0
D310,1,0.0001588520662084,0,0.000370978401571,0,0,0,0.5464847925576312,0,0,0,2,0,1.0448981656602422e-06,0.0049288565161519,0,0,0,0,0.3697446673811249,0,1,4,2.9714412044874737e-52,"[""""]",0,0,0.0007138718647247,0,0,0.0082730891267749,0,0.6149308358408075,0.1222221032658043,0.3879989743997588,0,0,0,1.0,0,0.0038371057073728,0.5549853,none,1.466506536802284e-05,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,1,0,0,0,0,2.997617227938848e-05,valid,3.0488477432180065e-07,0.225158033037207,0,1,0
